time_s,co2_ppm,state,fault,output_pct,filtered_ppm
5085,1140.4,AUTO,NONE,99.874,1157.3
5090,1138.9,AUTO,NONE,99.756,1155.8
5095,1137.5,AUTO,NONE,99.909,1154.3
5100,1136.0,AUTO,NONE,99.792,1152.9
5105,1134.5,AUTO,NONE,99.94,1151.4
5110,1133.1,AUTO,NONE,99.822,1149.9
5115,1131.6,AUTO,NONE,99.965,1148.5
5120,1130.1,AUTO,NONE,99.847,1147
5125,1128.7,AUTO,NONE,99.985,1145.5
5130,1127.2,AUTO,NONE,99.867,1144.1
5135,1125.7,AUTO,NONE,100,1142.6
5140,1124.3,AUTO,NONE,99.882,1141.1
5145,1122.8,AUTO,NONE,99.765,1139.7
5150,1121.3,AUTO,NONE,99.89,1138.2
5155,1119.9,AUTO,NONE,99.772,1136.7
5160,1118.4,AUTO,NONE,99.892,1135.3
5165,1116.9,AUTO,NONE,99.774,1133.8
5170,1115.5,AUTO,NONE,99.889,1132.3
5175,1114.0,AUTO,NONE,99.771,1130.9
5180,1112.5,AUTO,NONE,99.88,1129.4
5185,1111.1,AUTO,NONE,99.987,1127.9
5190,1109.6,AUTO,NONE,99.87,1126.5
5195,1108.1,AUTO,NONE,99.971,1125
5200,1106.7,AUTO,NONE,99.854,1123.5
5205,1105.2,AUTO,NONE,99.95,1122.1
5210,1103.7,AUTO,NONE,99.833,1120.6
5215,1102.3,AUTO,NONE,99.924,1119.1
5220,1100.8,AUTO,NONE,99.806,1117.7
5225,1099.3,AUTO,NONE,99.892,1116.2
5230,1097.9,AUTO,NONE,99.976,1114.7
5235,1096.4,AUTO,NONE,99.859,1113.3
5240,1094.9,AUTO,NONE,99.937,1111.8
5245,1093.5,AUTO,NONE,99.82,1110.3
5250,1092.0,AUTO,NONE,99.893,1108.9
5255,1090.5,AUTO,NONE,99.963,1107.4
5260,1089.1,AUTO,NONE,99.846,1105.9
5265,1087.6,AUTO,NONE,99.912,1104.5
5270,1086.1,AUTO,NONE,99.975,1103
5275,1084.7,AUTO,NONE,99.857,1101.5
5280,1083.2,AUTO,NONE,99.915,1100.1
5285,1081.7,AUTO,NONE,99.97,1098.6
5290,1080.3,AUTO,NONE,99.853,1097.1
5295,1078.8,AUTO,NONE,99.903,1095.7
5300,1077.3,AUTO,NONE,99.951,1094.2
5305,1075.9,AUTO,NONE,99.996,1092.7
5310,1074.4,AUTO,NONE,99.878,1091.3
5315,1072.9,AUTO,NONE,99.918,1089.8
5320,1071.5,AUTO,NONE,99.955,1088.3
5325,1070.0,AUTO,NONE,99.99,1086.9
5330,1068.5,AUTO,NONE,99.873,1085.4
5335,1067.1,AUTO,NONE,99.902,1083.9
5340,1065.6,AUTO,NONE,99.929,1082.5
5345,1064.1,AUTO,NONE,99.954,1081
5350,1062.7,AUTO,NONE,99.976,1079.5
5355,1061.2,AUTO,NONE,99.995,1078.1
5360,1059.7,AUTO,NONE,99.878,1076.6
5365,1058.3,AUTO,NONE,99.892,1075.1
5370,1056.8,AUTO,NONE,99.903,1073.7
5375,1055.3,AUTO,NONE,99.912,1072.2
5380,1053.9,AUTO,NONE,99.919,1070.7
5385,1052.4,AUTO,NONE,99.923,1069.3
5390,1050.9,AUTO,NONE,99.924,1067.8
5395,1049.5,AUTO,NONE,99.923,1066.3
5400,1048.0,AUTO,NONE,99.919,1064.9
5405,1046.5,AUTO,NONE,99.913,1063.4
5410,1045.1,AUTO,NONE,99.904,1061.9
5415,1043.6,AUTO,NONE,99.892,1060.5
5420,1042.1,AUTO,NONE,99.878,1059
5425,1040.7,AUTO,NONE,99.861,1057.5
5430,1039.2,AUTO,NONE,99.842,1056.1
5435,1037.7,AUTO,NONE,99.821,1054.6
5440,1036.3,AUTO,NONE,99.796,1053.1
5445,1034.8,AUTO,NONE,99.769,1051.7
5450,1033.3,AUTO,NONE,99.74,1050.2
5455,1031.9,AUTO,NONE,99.708,1048.7
5460,1030.4,AUTO,NONE,99.673,1047.3
5465,1028.9,AUTO,NONE,99.636,1045.8
5470,1027.5,AUTO,NONE,99.596,1044.3
5475,1026.0,AUTO,NONE,99.554,1042.9
5480,1024.5,AUTO,NONE,99.509,1041.4
5485,1023.1,AUTO,NONE,99.462,1039.9
5490,1021.6,AUTO,NONE,99.412,1038.5
5495,1020.1,AUTO,NONE,99.359,1037
5500,1018.7,AUTO,NONE,99.304,1035.5
5505,1017.2,AUTO,NONE,99.246,1034.1
5510,1015.7,AUTO,NONE,99.186,1032.6
5515,1014.3,AUTO,NONE,99.123,1031.1
5520,1012.8,AUTO,NONE,99.058,1029.7
5525,1011.3,AUTO,NONE,98.99,1028.2
5530,1009.9,AUTO,NONE,98.919,1026.7
5535,1008.4,AUTO,NONE,98.846,1025.3
5540,1006.9,AUTO,NONE,98.771,1023.8
5545,1005.5,AUTO,NONE,98.692,1022.3
5550,1004.0,AUTO,NONE,98.612,1020.9
5555,1002.5,AUTO,NONE,98.528,1019.4
5560,1001.1,AUTO,NONE,98.442,1017.9
5565,999.6,AUTO,NONE,98.354,1016.5
5570,998.1,AUTO,NONE,98.263,1015
5575,996.7,AUTO,NONE,98.169,1013.5
5580,995.2,AUTO,NONE,98.073,1012.1
5585,993.7,AUTO,NONE,97.974,1010.6
5590,992.3,AUTO,NONE,97.873,1009.1
5595,990.8,AUTO,NONE,97.769,1007.7
5600,989.3,AUTO,NONE,97.662,1006.2
5605,987.9,AUTO,NONE,97.553,1004.7
5610,986.4,AUTO,NONE,97.442,1003.3
5615,984.9,AUTO,NONE,97.328,1001.8
5620,983.5,AUTO,NONE,97.211,1000.3
5625,982.0,AUTO,NONE,97.092,998.9
5630,980.5,AUTO,NONE,96.97,997.4
5635,979.1,AUTO,NONE,96.845,995.9
5640,977.6,AUTO,NONE,96.718,994.5
5645,976.1,AUTO,NONE,96.589,993
5650,974.7,AUTO,NONE,96.457,991.5
5655,973.2,AUTO,NONE,96.322,990.1
5660,971.7,AUTO,NONE,96.185,988.6
5665,970.3,AUTO,NONE,96.045,987.1
5670,968.8,AUTO,NONE,95.902,985.7
5675,967.3,AUTO,NONE,95.757,984.2
5680,965.9,AUTO,NONE,95.61,982.7
5685,964.4,AUTO,NONE,95.46,981.3
5690,962.9,AUTO,NONE,95.307,979.8
5695,961.5,AUTO,NONE,95.152,978.3
5700,960.0,AUTO,NONE,94.994,976.9
5705,958.5,AUTO,NONE,94.834,975.4
5710,957.1,AUTO,NONE,94.671,973.9
5715,955.6,AUTO,NONE,94.505,972.5
5720,954.1,AUTO,NONE,94.337,971
5725,952.7,AUTO,NONE,94.167,969.5
5730,951.2,AUTO,NONE,93.993,968.1
5735,949.7,AUTO,NONE,93.818,966.6
5740,948.3,AUTO,NONE,93.639,965.1
5745,946.8,AUTO,NONE,93.458,963.7
5750,945.3,AUTO,NONE,93.275,962.2
5755,943.9,AUTO,NONE,93.089,960.7
5760,942.4,AUTO,NONE,92.9,959.3
5765,940.9,AUTO,NONE,92.709,957.8
5770,939.5,AUTO,NONE,92.515,956.3
5775,938.0,AUTO,NONE,92.319,954.9
5780,936.5,AUTO,NONE,92.12,953.4
5785,935.1,AUTO,NONE,91.919,951.9
5790,933.6,AUTO,NONE,91.715,950.5
5795,932.1,AUTO,NONE,91.508,949
5800,930.7,AUTO,NONE,91.299,947.5
5805,929.2,AUTO,NONE,91.087,946.1
5810,927.7,AUTO,NONE,90.873,944.6
5815,926.3,AUTO,NONE,90.656,943.1
5820,924.8,AUTO,NONE,90.437,941.7
5825,923.3,AUTO,NONE,90.215,940.2
5830,921.9,AUTO,NONE,89.99,938.7
5835,920.4,AUTO,NONE,89.763,937.3
5840,918.9,AUTO,NONE,89.534,935.8
5845,917.5,AUTO,NONE,89.301,934.3
5850,916.0,AUTO,NONE,89.067,932.9
5855,914.5,AUTO,NONE,88.829,931.4
5860,913.1,AUTO,NONE,88.589,929.9
5865,911.6,AUTO,NONE,88.347,928.5
5870,910.1,AUTO,NONE,88.102,927
5875,908.7,AUTO,NONE,87.854,925.5
5880,907.2,AUTO,NONE,87.604,924.1
5885,905.7,AUTO,NONE,87.351,922.6
5890,904.3,AUTO,NONE,87.096,921.1
5895,902.8,AUTO,NONE,86.838,919.7
5900,901.3,AUTO,NONE,86.577,918.2
5905,899.9,AUTO,NONE,86.314,916.7
5910,898.4,AUTO,NONE,86.049,915.3
5915,896.9,AUTO,NONE,85.781,913.8
5920,895.5,AUTO,NONE,85.51,912.3
5925,894.0,AUTO,NONE,85.237,910.9
5930,892.5,AUTO,NONE,84.961,909.4
5935,891.1,AUTO,NONE,84.682,907.9
5940,889.6,AUTO,NONE,84.401,906.5
5945,888.1,AUTO,NONE,84.118,905
5950,886.7,AUTO,NONE,83.832,903.5
5955,885.2,AUTO,NONE,83.543,902.1
5960,883.7,AUTO,NONE,83.252,900.6
5965,882.3,AUTO,NONE,82.958,899.1
5970,880.8,AUTO,NONE,82.661,897.7
5975,879.3,AUTO,NONE,82.362,896.2
5980,877.9,AUTO,NONE,82.061,894.7
5985,876.4,AUTO,NONE,81.757,893.3
5990,874.9,AUTO,NONE,81.45,891.8
5995,873.5,AUTO,NONE,81.141,890.3
6000,872.0,AUTO,NONE,80.829,888.9
6005,870.5,AUTO,NONE,80.515,887.4
6010,869.1,AUTO,NONE,80.198,885.9
6015,867.6,AUTO,NONE,79.878,884.5
6020,866.1,AUTO,NONE,79.556,883
6025,864.7,AUTO,NONE,79.232,881.5
6030,863.2,AUTO,NONE,78.904,880.1
6035,861.7,AUTO,NONE,78.575,878.6
6040,860.3,AUTO,NONE,78.242,877.1
6045,858.8,AUTO,NONE,77.907,875.7
6050,857.3,AUTO,NONE,77.57,874.2
6055,855.9,AUTO,NONE,77.23,872.7
6060,854.4,AUTO,NONE,76.887,871.3
6065,852.9,AUTO,NONE,76.542,869.8
6070,851.5,AUTO,NONE,76.194,868.3
6075,850.0,AUTO,NONE,75.844,866.9
6080,848.5,AUTO,NONE,75.491,865.4
6085,847.1,AUTO,NONE,75.136,863.9
6090,845.6,AUTO,NONE,74.778,862.5
6095,844.1,AUTO,NONE,74.417,861
6100,842.7,AUTO,NONE,74.054,859.5
6105,841.2,AUTO,NONE,73.688,858.1
6110,839.7,AUTO,NONE,73.32,856.6
6115,838.3,AUTO,NONE,72.949,855.1
6120,836.8,AUTO,NONE,72.576,853.7
6125,835.3,AUTO,NONE,72.2,852.2
6130,833.9,AUTO,NONE,71.821,850.7
6135,832.4,AUTO,NONE,71.44,849.3
6140,830.9,AUTO,NONE,71.057,847.8
6145,829.5,AUTO,NONE,70.67,846.3
6150,828.0,AUTO,NONE,70.282,844.9
6155,826.5,AUTO,NONE,69.89,843.4
6160,825.1,AUTO,NONE,69.496,841.9
6165,823.6,AUTO,NONE,69.1,840.5
6170,822.1,AUTO,NONE,68.701,839
6175,820.7,AUTO,NONE,68.299,837.5
6180,819.2,AUTO,NONE,67.895,836.1
6185,817.7,AUTO,NONE,67.488,834.6
6190,816.3,AUTO,NONE,67.079,833.1
6195,814.8,AUTO,NONE,66.667,831.7
6200,813.3,AUTO,NONE,66.253,830.2
6205,811.9,AUTO,NONE,65.835,828.7
6210,810.4,AUTO,NONE,65.416,827.3
6215,808.9,AUTO,NONE,64.994,825.8
6220,807.5,AUTO,NONE,64.569,824.3
6225,806.0,AUTO,NONE,64.142,822.9
6230,804.5,AUTO,NONE,63.712,821.4
6235,803.1,AUTO,NONE,63.279,819.9
6240,801.6,AUTO,NONE,62.844,818.5
6245,800.1,AUTO,NONE,62.407,817
6250,798.7,AUTO,NONE,61.967,815.5
6255,797.2,AUTO,NONE,61.524,814.1
6260,795.7,AUTO,NONE,61.079,812.6
6265,794.3,AUTO,NONE,60.631,811.1
6270,792.8,AUTO,NONE,60.18,809.7
6275,791.3,AUTO,NONE,59.728,808.2
6280,789.9,AUTO,NONE,59.272,806.7
6285,788.4,AUTO,NONE,58.814,805.3
6290,786.9,AUTO,NONE,58.353,803.8
6295,785.5,AUTO,NONE,57.89,802.3
6300,784.0,AUTO,NONE,57.424,800.9
6305,782.5,AUTO,NONE,56.956,799.4
6310,781.1,AUTO,NONE,56.485,797.9
6315,779.6,AUTO,NONE,56.011,796.5
6320,778.1,AUTO,NONE,55.535,795
6325,776.7,AUTO,NONE,55.057,793.5
6330,775.2,AUTO,NONE,54.575,792.1
6335,773.7,AUTO,NONE,54.092,790.6
6340,772.3,AUTO,NONE,53.605,789.1
6345,770.8,AUTO,NONE,53.117,787.7
6350,769.3,AUTO,NONE,52.625,786.2
6355,767.9,AUTO,NONE,52.131,784.7
6360,766.4,AUTO,NONE,51.634,783.3
6365,764.9,AUTO,NONE,51.135,781.8
6370,763.5,AUTO,NONE,50.634,780.3
6375,762.0,AUTO,NONE,50.129,778.9
6380,760.5,AUTO,NONE,49.622,777.4
6385,759.1,AUTO,NONE,49.113,775.9
6390,757.6,AUTO,NONE,48.601,774.5
6395,756.1,AUTO,NONE,48.086,773
6400,754.7,AUTO,NONE,47.569,771.5
6405,753.2,AUTO,NONE,47.05,770.1
6410,751.7,AUTO,NONE,46.527,768.6
6415,750.3,AUTO,NONE,46.002,767.1
6420,748.8,AUTO,NONE,45.475,765.7
6425,747.3,AUTO,NONE,44.945,764.2
6430,745.9,AUTO,NONE,44.413,762.7
6435,744.4,AUTO,NONE,43.877,761.3
6440,742.9,AUTO,NONE,43.34,759.8
6445,741.5,AUTO,NONE,42.8,758.3
6450,740.0,AUTO,NONE,42.257,756.9
6455,738.5,AUTO,NONE,41.711,755.4
6460,737.1,AUTO,NONE,41.163,753.9
6465,735.6,AUTO,NONE,40.613,752.5
6470,734.1,AUTO,NONE,40.06,751
6475,732.7,AUTO,NONE,39.504,749.5
6480,731.2,AUTO,NONE,38.946,748.1
6485,729.7,AUTO,NONE,38.385,746.6
6490,728.3,AUTO,NONE,37.822,745.1
6495,726.8,AUTO,NONE,37.256,743.7
6500,725.3,AUTO,NONE,36.688,742.2
6505,723.9,AUTO,NONE,36.117,740.7
6510,722.4,AUTO,NONE,35.543,739.3
6515,720.9,AUTO,NONE,34.967,737.8
6520,719.5,AUTO,NONE,34.388,736.3
6525,718.0,AUTO,NONE,33.807,734.9
6530,716.5,AUTO,NONE,33.223,733.4
6535,715.1,AUTO,NONE,32.636,731.9
6540,713.6,AUTO,NONE,32.047,730.5
6545,712.1,AUTO,NONE,31.456,729
6550,710.7,AUTO,NONE,30.862,727.5
6555,709.2,AUTO,NONE,30.265,726.1
6560,707.7,AUTO,NONE,29.666,724.6
6565,706.3,AUTO,NONE,29.064,723.1
6570,704.8,AUTO,NONE,28.46,721.7
6575,703.3,AUTO,NONE,27.853,720.2
6580,701.9,AUTO,NONE,27.243,718.7
6585,700.4,AUTO,NONE,26.631,717.3
6590,698.9,AUTO,NONE,26.016,715.8
6595,697.5,AUTO,NONE,25.399,714.3
6600,696.0,AUTO,NONE,24.779,712.9
6605,694.5,AUTO,NONE,24.157,711.4
6610,693.1,AUTO,NONE,23.532,709.9
6615,691.6,AUTO,NONE,22.904,708.5
6620,690.1,AUTO,NONE,22.274,707
6625,688.7,AUTO,NONE,21.642,705.5
6630,687.2,AUTO,NONE,21.007,704.1
6635,685.7,AUTO,NONE,20.369,702.6
6640,684.3,AUTO,NONE,20.251,701.1
6645,682.8,AUTO,NONE,20.134,699.7
6650,681.3,AUTO,NONE,20.017,698.2
6655,679.9,AUTO,NONE,20,696.7
6660,678.4,AUTO,NONE,20,695.3
6665,676.9,AUTO,NONE,20,693.8
6670,675.5,AUTO,NONE,20,692.3
6675,674.0,AUTO,NONE,20,690.9
6680,672.5,AUTO,NONE,20,689.4
6685,671.1,AUTO,NONE,20,687.9
6690,669.6,AUTO,NONE,20,686.5
6695,668.1,AUTO,NONE,20,685
6700,666.7,AUTO,NONE,20,683.5
6705,665.2,AUTO,NONE,20,682.1
6710,663.7,AUTO,NONE,20,680.6
6715,662.3,AUTO,NONE,20,679.1
6720,660.8,AUTO,NONE,20,677.7
6725,659.3,AUTO,NONE,20,676.2
6730,657.9,AUTO,NONE,20,674.7
6735,656.4,AUTO,NONE,20,673.3
6740,654.9,AUTO,NONE,20,671.8
6745,653.5,AUTO,NONE,20,670.3
6750,652.0,AUTO,NONE,20,668.9
6755,650.5,AUTO,NONE,20,667.4
6760,649.1,AUTO,NONE,20,665.9
6765,647.6,AUTO,NONE,20,664.5
6770,646.1,AUTO,NONE,20,663
6775,644.7,AUTO,NONE,20,661.5
6780,643.2,AUTO,NONE,20,660.1
6785,641.7,AUTO,NONE,20,658.6
6790,640.3,AUTO,NONE,20,657.1
6795,638.8,AUTO,NONE,20,655.7
6800,637.3,AUTO,NONE,20,654.2
6805,635.9,AUTO,NONE,20,652.7
6810,634.4,AUTO,NONE,20,651.3
6815,632.9,AUTO,NONE,20,649.8
6820,631.5,AUTO,NONE,20,648.3
6825,630.0,AUTO,NONE,20,646.9
6830,628.5,AUTO,NONE,20,645.4
6835,627.1,AUTO,NONE,20,643.9
6840,625.6,AUTO,NONE,20,642.5
6845,624.1,AUTO,NONE,20,641
6850,622.7,AUTO,NONE,20,639.5
6855,621.2,AUTO,NONE,20,638.1
6860,619.7,AUTO,NONE,20,636.6
6865,618.3,AUTO,NONE,20,635.1
6870,616.8,AUTO,NONE,20,633.7
6875,615.3,AUTO,NONE,20,632.2
6880,613.9,AUTO,NONE,20,630.7
6885,612.4,AUTO,NONE,20,629.3
6890,610.9,AUTO,NONE,20,627.8
6895,609.5,AUTO,NONE,20,626.3
6900,608.0,AUTO,NONE,20,624.9
6905,606.5,AUTO,NONE,20,623.4
6910,605.1,AUTO,NONE,20,621.9
6915,603.6,AUTO,NONE,20,620.5
6920,602.1,AUTO,NONE,20,619
6925,600.7,AUTO,NONE,20,617.5
6930,599.2,AUTO,NONE,20,616.1
6935,597.7,AUTO,NONE,20,614.6
6940,596.3,AUTO,NONE,20,613.1
6945,594.8,AUTO,NONE,20,611.7
6950,593.3,AUTO,NONE,20,610.2
6955,591.9,AUTO,NONE,20,608.7
6960,590.4,AUTO,NONE,20,607.3
6965,588.9,AUTO,NONE,20,605.8
6970,587.5,AUTO,NONE,20,604.3
6975,586.0,AUTO,NONE,20,602.9
6980,584.5,AUTO,NONE,20,601.4
6985,583.1,AUTO,NONE,20,599.9
6990,581.6,AUTO,NONE,20,598.5
6995,580.1,AUTO,NONE,20,597
7000,578.7,AUTO,NONE,20,595.5
7005,577.2,AUTO,NONE,20,594.1
7010,575.7,AUTO,NONE,20,592.6
7015,574.3,AUTO,NONE,20,591.1
7020,572.8,AUTO,NONE,20,589.7
7025,571.3,AUTO,NONE,20,588.2
7030,569.9,AUTO,NONE,20,586.7
7035,568.4,AUTO,NONE,20,585.3
7040,566.9,AUTO,NONE,20,583.8
7045,565.5,AUTO,NONE,20,582.3
7050,564.0,AUTO,NONE,20,580.9
7055,562.5,AUTO,NONE,20,579.4
7060,561.1,AUTO,NONE,20,577.9
7065,559.6,AUTO,NONE,20,576.5
7070,558.1,AUTO,NONE,20,575
7075,556.7,AUTO,NONE,20,573.5
7080,555.2,AUTO,NONE,20,572.1
7085,553.7,AUTO,NONE,20,570.6
7090,552.3,AUTO,NONE,20,569.1
7095,550.8,AUTO,NONE,20,567.7
7100,549.3,AUTO,NONE,20,566.2
7105,547.9,AUTO,NONE,20,564.7
7110,546.4,AUTO,NONE,20,563.3
7115,544.9,AUTO,NONE,20,561.8
7120,543.5,AUTO,NONE,20,560.3
7125,542.0,AUTO,NONE,20,558.9
7130,540.5,AUTO,NONE,20,557.4
7135,539.1,AUTO,NONE,20,555.9
7140,537.6,AUTO,NONE,20,554.5
7145,536.1,AUTO,NONE,20,553
7150,534.7,AUTO,NONE,20,551.5
7155,533.2,AUTO,NONE,20,550.1
7160,531.7,AUTO,NONE,20,548.6
7165,530.3,AUTO,NONE,20,547.1
7170,528.8,AUTO,NONE,20,545.7
7175,527.3,AUTO,NONE,20,544.2
7180,525.9,AUTO,NONE,20,542.7
7185,524.4,AUTO,NONE,20,541.3
7190,522.9,AUTO,NONE,20,539.8
7195,521.5,AUTO,NONE,20,538.3
7200,520.0,AUTO,NONE,20,536.9
